2,0,0,4,8,1,1,2,
4,0,0,11,15,4,1,3,
5,2,0,1,9,6,21,3,
2,0,0,3,8,0,110,1,
5,0,0,18,27,0,1,3,
1,1,0,2,1,0,2,1,
45,1,0,60,180,494,10,31,
2,1,0,2,2,1,2,2,
7,1,0,4,23,0,7,6,
2,1,0,1,4,0,1,1,
3,0,0,4,8,3,1,1,
3,0,0,5,8,3,0,3,
2,1,0,2,4,1,1,1,
2,1,0,3,2,1,1,2,
3,0,0,6,9,1,1,2,
2,0,0,12,19,0,1,2,
4,0,0,13,16,6,1,3,
3,1,0,7,8,0,1,3,
3,1,0,0,8,0,1,2,
13,2,0,1,26,0,4,11,
13,1,9,6,16,58,15,3,
3,1,0,2,14,0,1,2,
2,1,0,2,5,0,1,1,
3,0,0,1,4,3,1,0,
3,0,0,1,4,3,1,0,
1,1,0,0,1,0,2,1,
2,1,0,0,2,1,4,2,
4,0,0,42,47,6,1,3,
15,0,1,9,51,41,2,8,
5,1,0,0,8,0,2,5,
3,1,0,2,5,1,1,3,
3,1,0,5,6,1,2,2,
2,0,0,16,17,1,1,2,
3,1,0,5,9,0,1,2,
3,1,0,8,15,0,1,2,
3,1,0,11,20,0,1,2,
11,1,0,9,22,3,1,11,
3,0,0,6,11,3,0,1,
6,1,0,1,21,15,3,5,
2,0,0,13,15,0,1,2,
3,0,0,6,10,3,1,1,
2,1,0,1,2,1,14,2,
5,1,0,8,18,4,2,5,
5,1,0,6,17,0,2,5,
0,1,0,1,0,0,2,0,
16,0,0,23,46,110,6,9,
7,0,0,6,27,0,2,6,
5,0,0,18,18,8,1,5,
28,0,0,14,104,226,1,19,
11,1,0,10,24,25,2,9,
10,1,0,6,32,0,5,10,
3,1,0,2,3,3,5,3,
2,0,0,5,11,1,1,1,
2,0,0,5,11,1,1,1,
1,1,0,0,1,0,1,1,
2,0,0,5,11,1,1,1,
7,1,0,40,73,1,1,3,
3,0,0,8,13,3,1,1,
6,1,0,8,20,0,2,3,
4,1,0,3,9,6,1,4,
3,1,0,1,7,0,2,3,
14,1,8,7,29,0,8,13,
2,1,0,0,8,0,0,2,
8,1,0,9,55,0,1,4,
1,1,0,0,1,0,9,1,
3,1,0,2,9,0,1,2,
2,0,0,4,5,1,1,2,
4,0,0,14,25,0,1,2,
5,1,0,6,35,6,2,2,
5,1,0,5,18,4,1,4,
5,0,0,14,35,0,1,3,
2,1,0,1,9,0,1,2,
12,1,0,6,16,50,3,12,
3,0,0,16,16,0,0,3,
5,0,0,4,12,8,1,5,
3,1,0,11,18,1,1,3,
3,0,0,8,11,3,5,1,
4,0,0,4,9,6,1,4,
1,1,0,2,2,0,2,1,
10,0,0,12,22,45,3,4,
3,0,0,11,25,1,1,3,
2,1,0,1,2,1,8,2,
2,0,0,9,18,0,1,2,
8,1,0,11,36,18,2,4,
1,1,0,2,1,0,16,1,
3,1,0,9,14,1,1,3,
2,0,0,4,16,1,0,2,
5,0,0,17,17,8,1,5,
8,0,2,17,35,28,2,1,
2,1,0,8,12,0,0,2,
2,1,0,5,13,1,1,2,
3,1,0,1,20,3,2,3,
2,1,0,4,3,1,1,1,
3,1,0,7,16,0,1,3,
19,1,0,17,46,109,2,12,
2,1,0,7,7,0,1,1,
3,0,0,3,4,3,5,3,
4,1,0,0,7,4,1,4,
3,1,0,2,17,0,1,2,
7,0,0,7,16,0,2,7,
3,1,0,2,4,0,4,2,
2,1,0,9,11,0,1,1,
2,1,0,5,3,1,1,1,
2,0,0,4,10,1,1,1,
0,1,0,0,0,0,5,0,
1,1,0,3,1,0,5,1,
4,0,0,7,23,6,1,4,
4,1,0,4,13,4,5,3,
3,1,0,8,23,1,1,2,
11,1,0,20,79,0,1,8,
6,0,0,19,34,0,2,3,
3,1,0,10,23,1,1,2,
9,0,0,6,19,12,7,9,
9,1,0,3,11,28,3,8,
2,1,0,1,5,1,1,1,
2,1,0,2,3,0,115,2,
4,1,0,3,13,0,1,3,
2,1,0,4,6,0,1,2,
15,1,0,2,36,0,2,13,
8,0,0,3,17,28,2,7,
10,0,0,13,24,43,4,4,
9,1,0,19,47,26,1,8,
4,0,0,11,14,4,1,3,
2,0,0,10,25,0,1,2,
2,1,13,3,6,1,13,2,
7,2,0,5,19,19,3,3,
1,1,0,0,2,0,0,1,
4,2,0,3,8,0,2,2,
4,0,0,17,20,6,1,1,
2,1,0,2,4,1,16,2,
19,1,0,4,38,0,185,18,
3,1,0,1,7,3,1,1,
2,1,0,1,9,0,1,2,
2,0,0,3,3,0,1,2,
34,1,0,3,55,481,19,31,
6,1,0,2,11,1,2,6,
5,1,0,21,25,0,1,5,
3,1,0,7,12,0,1,3,
13,1,0,0,14,0,1,1,
3,1,0,2,16,0,1,2,
8,0,7,7,29,10,7,2,
3,1,0,6,7,3,1,3,
10,0,0,10,29,0,1,8,
4,0,0,15,24,2,1,4,
12,0,0,8,24,34,7,12,
11,1,0,19,35,29,1,8,
2,1,0,1,2,1,6,2,
3,1,0,1,3,3,5,3,
8,1,0,9,42,20,2,1,
5,1,0,2,13,6,1,2,
2,1,0,2,5,0,1,1,
2,1,0,2,4,0,1,1,
5,1,0,3,13,0,1,0,
2,0,0,4,6,1,1,1,
2,0,0,3,3,0,1,2,
3,1,0,4,5,1,1,2,
3,1,0,4,6,1,1,2,
14,2,7,12,27,79,17,4,
2,0,0,8,15,0,1,2,
8,1,0,8,38,0,1,4,
3,0,0,22,30,1,1,2,
7,1,0,9,26,9,5,7,
5,2,0,0,9,6,2,3,
5,0,10,10,16,10,10,5,
2,1,0,1,11,0,1,2,
6,0,0,26,32,9,1,5,
3,2,0,4,24,0,1,2,
7,1,0,1,16,0,2,7,
2,1,0,1,2,1,22,2,
1,1,0,1,1,0,2,1,
4,2,0,0,7,4,1,2,
26,1,0,4,58,19,0,21,
9,0,0,30,38,14,3,9,
3,1,0,1,11,0,1,3,
4,1,0,3,14,0,1,3,
5,1,0,9,18,4,4,5,
4,1,0,0,5,2,3,0,
6,0,0,20,37,5,2,5,
3,0,0,4,5,3,1,3,
2,1,0,0,3,1,3,0,
5,1,0,1,9,8,1,5,
4,0,0,16,21,4,1,2,
4,0,0,9,10,6,0,1,
2,1,0,0,2,1,5,2,
7,0,0,7,26,3,2,5,
3,1,0,6,16,1,1,1,
8,1,0,8,35,12,9,4,
2,1,0,0,8,1,1,2,
3,1,0,3,18,1,1,2,
5,0,0,14,27,10,1,4,
4,0,0,8,8,6,1,1,
2,1,10,1,6,1,10,1,
4,0,0,5,13,6,1,4,
12,1,0,13,37,12,1,2,
6,1,0,13,39,9,1,4,
5,0,0,27,33,8,1,5,
3,1,0,2,16,0,1,2,
3,1,0,25,39,1,1,2,
5,1,0,2,5,10,8,5,
3,0,0,14,21,0,1,3,
3,0,0,6,9,1,1,2,
9,1,0,15,24,14,1,4,
3,0,0,1,4,3,1,0,
4,0,0,14,34,6,1,4,
3,0,0,1,4,3,1,0,
5,6,0,5,53,10,3,2,
4,1,0,12,19,6,1,2,
10,1,0,18,35,0,2,2,
7,1,0,5,14,0,1,6,
5,0,0,20,24,6,1,3,
4,2,0,0,7,4,1,2,
18,1,0,11,42,23,25,17,
2,1,0,2,3,0,125,2,
3,0,0,12,36,1,1,3,
3,4,0,0,7,0,2,3,
3,1,0,38,53,3,2,3,
8,0,0,12,28,26,1,1,
5,2,0,0,8,6,5,3,
4,1,0,1,15,0,2,3,
12,1,0,6,38,4,2,11,
6,0,0,20,32,15,1,4,
0,1,0,0,0,0,336,0,
1,1,0,1,1,0,2,1,
3,0,4,4,18,3,16,2,
17,1,0,36,147,136,1,4,
5,1,0,1,7,2,0,5,
11,0,2,5,13,49,5,11,
3,0,0,4,5,3,1,1,
3,1,0,8,14,3,1,3,
4,1,0,7,18,0,1,3,
1,3,0,0,2,0,0,1,
3,0,0,16,20,3,1,3,
4,1,5,2,7,0,5,4,
3,1,0,2,3,3,7,3,
5,0,0,3,7,6,1,1,
2,1,0,3,4,0,1,1,
3,0,0,9,16,3,1,1,
5,1,0,6,9,0,3,5,
3,1,0,2,11,1,5,2,
7,1,0,2,10,13,1,7,
9,1,0,2,15,0,2,5,
3,1,0,8,19,3,1,3,
1,1,0,2,1,0,2,1,
1,1,0,0,1,0,6,1,
3,0,0,10,13,3,1,1,
49,1,0,11,118,1176,148,46,
2,0,0,4,16,1,1,1,
3,1,0,2,4,0,0,3,
20,1,2,6,55,174,2,18,
2,1,0,0,2,1,18,2,
9,1,0,24,43,12,1,5,
5,0,0,4,21,6,24,3,
4,2,0,0,7,4,1,2,
3,1,0,3,3,3,2,3,
5,1,0,5,16,0,2,4,
2,0,0,15,14,1,1,2,
5,0,0,15,18,0,1,3,
4,0,0,3,14,6,0,1,
2,0,0,12,21,0,1,2,
3,0,0,12,26,0,1,2,
3,1,0,9,13,3,1,3,
21,1,0,2,34,0,3,16,
6,1,0,1,8,0,3,4,
4,0,0,9,12,6,1,3,
6,1,0,0,13,0,4,6,
8,1,0,9,52,0,1,4,
3,1,0,6,9,0,1,3,
3,1,0,6,6,3,1,3,
11,1,0,4,55,0,2,8,
11,1,0,1,22,23,3,5,
6,1,0,2,12,0,1,5,
19,1,0,20,47,69,0,12,
2,1,0,1,4,0,1,2,
9,0,0,3,14,8,2,1,
3,0,0,8,7,1,1,0,
4,0,0,9,13,4,1,3,
6,1,0,0,10,0,4,6,
5,0,0,15,18,0,1,3,
1,1,0,1,1,0,22,1,
4,0,0,15,15,4,2,2,
2,1,0,0,3,1,1,0,
9,1,3,3,29,24,3,6,
2,1,0,1,2,1,8,2,
29,0,0,40,92,240,4,7,
5,1,0,10,14,8,2,3,
4,0,0,8,8,6,1,1,
10,1,0,5,42,35,4,2,
2,1,0,2,4,1,1,2,
9,1,0,6,9,36,466,9,
13,1,0,6,65,22,1,6,
19,1,0,9,46,0,1,13,
4,2,0,0,7,4,9,2,
1,1,0,1,1,0,11,1,
2,1,0,0,3,1,2,0,
6,1,1,3,11,7,3,6,
2,1,0,2,2,1,19,2,
9,1,0,12,27,12,1,1,
7,1,0,11,23,1,1,7,
5,2,0,1,10,6,5,3,
4,0,0,14,26,0,1,4,
3,0,0,3,7,3,1,3,
10,1,0,14,22,45,1,10,
1,1,0,2,1,0,2,1,
1,5,0,1,3,0,1,1,
3,0,0,7,11,3,0,1,
7,1,0,1,9,21,0,7,
3,1,0,6,9,1,1,3,
2,0,0,3,5,1,1,1,
4,1,0,5,7,0,1,4,
4,2,0,2,13,0,1,1,
10,0,2,10,30,31,3,3,
9,1,0,11,50,32,5,2,
5,0,0,4,12,10,1,5,
2,0,0,7,6,1,1,2,
12,1,0,0,31,66,1,12,
5,0,0,17,22,6,1,3,
3,0,0,4,6,3,1,1,
42,1,0,10,113,401,13,29,
2,1,0,1,3,0,9,2,
2,1,0,3,12,1,0,2,
9,1,0,1,15,4,140,9,
1,1,0,2,1,0,2,1,
3,1,0,2,3,3,4,3,
4,0,0,16,28,0,1,4,
5,1,0,3,21,0,5,3,
3,1,15,1,5,3,15,0,
9,0,0,6,15,26,5,8,
7,1,0,0,9,7,12,7,
10,0,0,23,46,29,3,7,
15,1,0,9,40,13,9,15,
8,1,0,2,15,16,36,8,
2,1,0,2,3,1,1,1,
4,1,0,1,12,6,1,3,
3,1,0,21,36,0,1,0,
4,2,0,0,7,4,4,2,
11,1,0,0,12,23,4,11,
19,1,0,26,124,67,2,11,
2,1,0,0,10,0,1,2,
9,1,0,1,34,22,7,5,
3,0,0,6,6,0,5,1,
8,0,0,17,23,10,2,8,
2,0,0,3,17,1,0,2,
3,1,0,8,18,3,1,3,
1,1,0,3,1,0,11,1,
4,0,0,10,12,6,1,1,
13,1,2,3,35,10,6,10,
5,1,0,4,22,2,1,2,
3,1,0,4,9,3,1,3,
2,1,0,2,6,1,2,2,
9,1,0,9,55,28,11,8,
2,0,0,4,8,1,1,2,
3,0,0,4,8,3,1,1,
4,2,0,0,7,4,13,2,
9,2,0,2,12,30,61,3,
3,1,0,8,16,3,1,3,
2,1,0,6,6,0,1,2,
2,0,0,12,11,0,1,2,
3,1,0,7,16,0,1,3,
4,0,0,11,26,0,1,4,
9,1,0,2,37,24,5,8,
6,1,0,3,6,15,79,6,
1,1,0,2,1,0,10,1,
7,1,0,2,8,11,22,5,
3,1,0,0,5,0,0,3,
4,1,0,1,10,6,2,1,
17,2,0,9,46,132,10,4,
3,1,0,0,4,0,3,2,
11,1,0,4,55,0,2,8,
4,2,0,0,5,6,0,4,
7,1,0,1,16,7,1,3,
14,1,0,2,27,0,11,14,
1,1,0,0,1,0,9,1,
14,1,0,22,52,59,63,10,
12,1,0,8,29,32,1,11,
8,1,0,1,19,18,4,5,
1,1,0,0,2,0,0,1,
3,0,0,5,8,3,1,1,
17,1,0,13,40,90,11,14,
3,1,0,2,25,3,1,2,
3,1,0,0,10,0,1,2,
3,0,0,3,13,1,1,2,
8,0,0,13,44,0,1,5,
3,0,0,6,9,3,1,1,
13,0,0,17,33,0,5,11,
5,2,0,0,9,6,4,3,
4,0,0,7,23,6,1,4,
4,1,8,2,5,6,8,4,
2,1,0,4,18,0,1,2,
2,2,0,1,5,0,1,1,
2,2,0,2,5,0,1,1,
2,1,0,1,4,0,1,1,
26,1,9,15,52,5,9,21,
2,1,0,1,4,0,1,1,
7,1,0,1,10,0,1,5,
2,1,0,1,4,0,1,1,
2,1,0,1,4,0,1,1,
4,1,0,8,13,0,1,4,
12,1,0,11,22,0,6,12,
3,1,0,11,18,1,1,3,
4,1,0,1,14,4,1,2,
27,1,0,16,51,259,10,22,
3,1,0,11,21,0,1,2,
3,1,0,8,16,0,1,2,
48,1,0,19,62,1122,4,48,
2,1,0,4,6,0,1,1,
2,1,0,4,6,0,1,1,
6,1,0,0,17,0,2,5,
2,1,0,2,3,1,1,1,
3,1,0,1,3,3,13,3,
12,1,0,5,48,62,9,9,
4,1,0,2,6,0,4,4,
4,1,0,4,23,4,32,4,
4,0,0,14,31,0,1,3,
8,1,0,35,56,4,0,2,
3,1,0,15,25,1,1,3,
3,1,0,2,17,0,1,2,
8,1,0,35,56,4,0,2,
8,1,0,34,61,4,0,2,
4,1,0,14,18,0,1,3,
17,1,0,8,63,64,18,15,
1,1,0,2,1,0,23,1,
20,1,0,1,40,0,1,20,
5,0,0,12,16,4,1,4,
4,2,0,0,7,4,3,2,
9,2,0,1,12,22,75,6,
14,1,13,23,45,85,66,12,
4,0,0,8,8,6,1,1,
7,1,0,0,17,21,12,5,
4,2,0,0,7,4,9,2,
8,0,0,31,44,14,1,5,
8,0,0,6,30,12,1,5,
4,2,0,0,7,4,10,2,
4,1,0,5,9,0,1,2,
5,0,0,15,18,0,1,3,
3,1,0,7,16,0,1,3,
57,1,0,48,175,1198,8,30,
5,0,0,13,39,8,3,4,
9,1,0,0,14,0,5,9,
3,1,0,3,18,3,1,2,
5,1,0,2,9,2,6,3,
6,1,0,1,17,0,3,6,
3,1,0,1,3,3,2,3,
13,1,0,1,30,58,1,5,
5,0,0,18,19,10,1,5,
14,1,0,23,48,29,13,11,
9,1,0,4,26,14,2,9,
2,1,0,9,11,0,1,1,
2,0,0,3,6,1,1,0,
2,0,0,3,4,1,1,0,
2,0,0,5,9,1,3,2,
2,0,0,4,6,1,1,0,
10,1,0,1,18,0,332,10,
3,1,0,1,7,1,0,1,
2,0,0,3,6,1,1,0,
15,0,0,21,74,99,10,12,
2,0,0,7,10,1,1,0,
2,0,0,3,6,1,1,0,
7,1,0,20,29,21,3,3,
3,0,0,4,9,3,1,1,
1,1,0,0,1,0,4,1,
3,0,0,4,8,3,1,1,
10,1,0,21,32,25,1,7,
2,1,0,3,4,0,1,1,
3,1,0,6,6,3,1,3,
10,1,0,1,39,23,2,7,
2,0,0,3,4,1,1,0,
3,0,0,4,10,1,1,1,
5,1,0,2,14,0,1,3,
3,1,0,3,13,1,1,2,
4,0,0,9,11,6,1,1,
17,1,0,4,23,116,1,17,
5,1,0,5,32,0,1,2,
3,0,0,12,37,1,0,3,
5,2,0,1,8,6,4,3,
4,1,0,22,28,0,1,3,
3,1,0,1,6,3,1,2,
7,1,0,1,12,0,1,7,
5,1,0,6,35,0,0,4,
10,1,0,4,18,15,2,6,
8,1,0,0,14,0,2,7,
4,2,0,0,7,4,4,2,
8,1,0,21,28,14,4,7,
5,1,0,4,17,4,1,4,
5,1,0,22,34,0,1,4,
4,0,0,16,26,6,1,1,
24,1,0,3,43,0,9,24,
1,1,0,1,2,0,1,1,
3,1,0,7,11,0,1,3,
2,0,0,4,3,0,1,2,
28,1,0,6,65,62,291,23,
2,1,0,0,4,1,1,2,
15,1,0,3,36,0,67,13,
8,1,0,1,14,0,0,6,
2,0,0,10,13,0,1,2,
10,1,0,1,14,19,3,0,
3,0,0,7,11,3,1,1,
6,2,0,7,15,9,2,4,
9,0,0,23,47,36,1,1,
2,1,0,5,2,1,40,2,
11,1,0,1,19,1,3,10,
13,1,0,5,32,24,3,11,
13,1,11,9,21,78,11,7,
10,1,0,1,36,35,3,4,
14,1,2,17,28,71,2,0,
6,2,0,0,11,7,6,3,
3,0,0,5,8,3,1,1,
7,0,0,32,55,11,5,6,
1,1,0,1,1,0,0,1,
4,1,0,2,6,0,1,4,
3,1,0,6,18,0,1,3,
7,1,0,0,14,0,5,7,
7,0,0,15,29,21,1,4,
16,1,0,21,45,64,2,13,
5,1,0,2,15,0,4,4,
3,0,0,3,4,0,1,2,
3,0,0,4,9,1,1,1,
1,1,0,1,1,0,4,1,
1,1,0,0,1,0,9,1,
3,1,0,13,13,3,1,2,
4,0,0,13,15,6,1,1,
14,1,0,44,85,0,1,2,
6,1,0,20,29,0,1,4,
4,0,0,12,18,0,1,2,
5,1,0,14,42,8,1,4,
1,1,0,3,1,0,60,1,
12,0,0,7,63,36,1,9,
6,1,0,0,12,0,3,6,
10,1,0,13,28,0,1,8,
3,1,0,20,22,1,1,3,
9,1,2,3,16,22,6,9,
8,1,0,1,24,0,1,5,
2,1,0,1,6,1,0,2,
16,1,0,11,16,120,32,16,
7,2,0,0,16,17,28,3,
8,1,0,1,18,8,4,8,
1,1,0,1,1,0,4,1,
22,0,0,32,77,89,7,7,
4,1,0,3,8,0,1,2,
4,1,0,2,6,0,3,4,
5,0,0,15,26,10,1,4,
19,0,0,28,72,101,21,12,
3,1,0,1,8,3,1,3,
7,1,0,19,27,21,3,3,
9,1,0,1,21,12,4,6,
8,1,0,11,55,0,1,2,
6,1,0,42,63,15,1,2,
7,1,1,10,13,0,1,2,
5,1,5,4,16,0,6,2,
5,0,0,29,46,4,1,5,
4,0,0,2,19,6,1,0,
12,1,0,11,24,24,1,12,
